Press CTRL-C to stop.
         495696 function calls (481712 primitive calls) in 108.600 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      274    0.008    0.000    0.011    0.000 function_base.py:419(_needs_add_docstring)
     1699    0.008    0.000    0.008    0.000 {method 'isupper' of 'str' objects}
       47    0.008    0.000    0.012    0.000 __init__.py:1331(_fixupParents)
      113    0.008    0.000    0.008    0.000 {method 'pop' of 'list' objects}
        6    0.008    0.001    0.192    0.032 __init__.py:369(_decompressContent)
      612    0.008    0.000    0.010    0.000 _inspect.py:41(iscode)
      368    0.008    0.000    0.389    0.001 inspect.py:2876(from_callable)
     1518    0.008    0.000    0.008    0.000 {built-in method posix.fspath}
       87    0.007    0.000    0.007    0.000 {method 'find' of 'bytes' objects}
        1    0.007    0.007    2.248    2.248 connection.py:351(connect)
       68    0.007    0.000    0.007    0.000 {method 'search' of 're.Pattern' objects}
        2    0.007    0.004    0.108    0.054 core.py:1(<module>)
       21    0.007    0.000    0.079    0.004 message.py:588(get_content_maintype)
        6    0.007    0.001    0.011    0.002 gzip.py:402(__init__)
   113/56    0.007    0.000    0.130    0.002 core.py:3724(copy)
      789    0.007    0.000    0.007    0.000 {method 'pop' of 'dict' objects}
      790    0.007    0.000    0.007    0.000 {built-in method builtins.issubclass}
        3    0.007    0.002    0.011    0.004 ssl.py:710(verify_mode)
      144    0.007    0.000    0.011    0.000 os.py:758(decode)
      538    0.007    0.000    0.009    0.000 sre_parse.py:81(groups)
        2    0.007    0.003    0.606    0.303 ssl.py:983(_create)
       92    0.007    0.000    0.007    0.000 {method 'items' of 'collections.OrderedDict' objects}
      133    0.007    0.000    0.011    0.000 sre_parse.py:224(__init__)
      296    0.007    0.000    0.007    0.000 {method 'replace' of 'str' objects}
      404    0.007    0.000    0.011    0.000 socket.py:78(<lambda>)
      147    0.006    0.000    0.006    0.000 {method 'keys' of 'dict' objects}
       20    0.006    0.000    0.006    0.000 Image.py:530(__init__)
     1160    0.006    0.000    0.006    0.000 {method 'isidentifier' of 'str' objects}
      274    0.006    0.000    0.021    0.000 function_base.py:437(_add_docstring)
      123    0.006    0.000    0.006    0.000 {built-in method posix.getcwd}
  186/172    0.006    0.000    0.138    0.001 typing.py:262(inner)
      200    0.006    0.000    0.019    0.000 {built-in method builtins.any}
       13    0.006    0.000    0.164    0.013 enum.py:451(_create_)
      407    0.006    0.000    0.011    0.000 socket.py:93(<lambda>)
       52    0.006    0.000    0.017    0.000 core.py:895(__init__)
      405    0.006    0.000    0.011    0.000 socket.py:83(<lambda>)
      406    0.006    0.000    0.011    0.000 socket.py:88(<lambda>)
       40    0.006    0.000    0.011    0.000 _inspect.py:140(formatargspec)
       82    0.006    0.000    0.009    0.000 typing.py:182(_collect_type_vars)
      739    0.006    0.000    0.006    0.000 {method 'values' of 'mappingproxy' objects}
      995    0.006    0.000    0.006    0.000 <frozen importlib._bootstrap_external>:40(_relax_case)
       25    0.006    0.000    0.006    0.000 discovery.py:681(_cast)
        1    0.006    0.006    0.006    0.006 {method 'set_ciphers' of '_ssl._SSLContext' objects}
      579    0.006    0.000    0.013    0.000 <frozen importlib._bootstrap>:736(find_spec)
      615    0.006    0.000    0.006    0.000 {method 'get' of 'mappingproxy' objects}
        1    0.006    0.006    0.279    0.279 numeric.py:1(<module>)
      316    0.006    0.000    0.006    0.000 overrides.py:124(array_function_dispatch)
        1    0.006    0.006    0.535    0.535 core.py:4(<module>)
      137    0.006    0.000    0.011    0.000 sre_parse.py:84(opengroup)
       87    0.006    0.000    0.007    0.000 enum.py:558(_find_data_type)
        7    0.005    0.001    0.008    0.001 feedparser.py:197(_new_message)
     32/6    0.005    0.000    0.058    0.010 core.py:3677(streamline)
       11    0.005    0.000    0.010    0.001 discovery.py:1251(createNextMethod)
       22    0.005    0.000    0.016    0.001 enum.py:942(__or__)
      181    0.005    0.000    0.025    0.000 {built-in method _abc._abc_register}
        3    0.005    0.002    0.005    0.002 threading.py:1122(daemon)
       11    0.005    0.000    0.147    0.013 core.py:2680(__init__)
        6    0.005    0.001    0.007    0.001 ImageDraw.py:47(__init__)
       20    0.005    0.000    0.005    0.000 message.py:120(__init__)
        7    0.005    0.001    0.011    0.002 feedparser.py:139(__init__)
        1    0.005    0.005    0.005    0.005 langgreekmodel.py:4(<module>)
   113/56    0.005    0.000    0.104    0.002 core.py:3726(<listcomp>)
      812    0.005    0.000    0.005    0.000 inspect.py:2565(name)
        6    0.005    0.001    4.796    0.799 __init__.py:1336(_conn_request)
      558    0.005    0.000    0.005    0.000 {built-in method _imp.is_frozen}
       35    0.005    0.000    0.006    0.000 parse.py:804(__missing__)
       54    0.005    0.000    0.006    0.000 client.py:980(_output)
       48    0.005    0.000    0.025    0.001 __init__.py:1280(getLogger)
       37    0.005    0.000    0.011    0.000 enum.py:594(_find_new_)
        6    0.005    0.001    0.504    0.084 ImageDraw.py:318(draw_text)
       16    0.005    0.000    2.933    0.183 ssl.py:1090(read)
       16    0.005    0.000    2.940    0.184 ssl.py:1230(recv_into)
        6    0.005    0.001    0.009    0.001 __init__.py:212(urlnorm)
       23    0.005    0.000    0.009    0.000 threading.py:351(notify)
        1    0.005    0.005    0.093    0.093 _add_newdocs.py:1(<module>)
        3    0.005    0.002    0.087    0.029 url.py:330(parse_url)
       60    0.005    0.000    0.005    0.000 {method 'rstrip' of 'bytes' objects}
        1    0.005    0.005    0.011    0.011 TiffTags.py:360(_populate)
        6    0.005    0.001    0.005    0.001 {built-in method today}
       81    0.005    0.000    0.029    0.000 typing.py:660(__init__)
        1    0.005    0.005    0.125    0.125 sessions.py:430(prepare_request)
      736    0.005    0.000    0.005    0.000 inspect.py:2882(parameters)
       87    0.005    0.000    0.013    0.000 enum.py:547(_get_mixins_)
        7    0.005    0.001    0.005    0.001 feedparser.py:53(__init__)
        1    0.005    0.005    0.005    0.005 langrussianmodel.py:4(<module>)
        6    0.005    0.001    0.005    0.001 http.py:825(__init__)
       62    0.005    0.000    0.008    0.000 discovery.py:712(_media_size_to_long)
      368    0.005    0.000    0.007    0.000 inspect.py:514(_is_wrapper)
       18    0.004    0.000    0.006    0.000 structures.py:53(__getitem__)
      136    0.004    0.000    0.004    0.000 {method 'lstrip' of 'str' objects}
        7    0.004    0.001    0.072    0.010 template.py:99(_expand)
      262    0.004    0.000    0.006    0.000 sre_compile.py:595(isstring)
        1    0.004    0.004    2.768    2.768 connectionpool.py:518(urlopen)
        1    0.004    0.004    0.028    0.028 getlimits.py:94(_register_known_types)
        1    0.004    0.004    0.138    0.138 fromnumeric.py:1(<module>)
        1    0.004    0.004    2.992    2.992 sessions.py:626(send)
        6    0.004    0.001   15.417    2.569 discovery.py:1466(methodResource)
  180/102    0.004    0.000    0.079    0.001 core.py:1834(default_name)
       66    0.004    0.000    0.035    0.001 <frozen importlib._bootstrap_external>:1527(path_hook_for_FileFinder)
       34    0.004    0.000    0.058    0.002 typing.py:424(Union)
      487    0.004    0.000    0.004    0.000 <frozen importlib._bootstrap_external>:971(get_filename)
        1    0.004    0.004    0.133    0.133 defchararray.py:1(<module>)
        1    0.004    0.004    0.017    0.017 status_codes.py:107(_init)
        2    0.004    0.002    0.106    0.053 function_base.py:1(<module>)
       12    0.004    0.000    0.005    0.000 url.py:303(<listcomp>)
       12    0.004    0.000    0.012    0.001 gzip.py:429(_read_gzip_header)
      131    0.004    0.000    0.004    0.000 {built-in method _sre.compile}
      487    0.004    0.000    0.004    0.000 {built-in method _imp._fix_co_filename}
       12    0.004    0.000    0.043    0.004 parse.py:369(urlparse)
       11    0.004    0.000    0.006    0.001 idna.py:147(encode)
  481/346    0.004    0.000    0.007    0.000 {built-in method builtins.hash}
      202    0.004    0.000    0.008    0.000 _oid.py:67(__hash__)
       23    0.004    0.000    0.004    0.000 socket.py:729(readable)
      131    0.004    0.000    0.004    0.000 sre_parse.py:921(fix_flags)
       37    0.004    0.000    0.023    0.001 enum.py:164(__prepare__)
      299    0.004    0.000    0.004    0.000 {built-in method numpy.core._multiarray_umath.add_docstring}
        3    0.004    0.001    0.124    0.041 threading.py:855(start)
  245/156    0.004    0.000    0.082    0.001 core.py:1859(name)
       93    0.004    0.000    0.006    0.000 sre_compile.py:492(_get_charset_prefix)
        1    0.004    0.004    0.948    0.948 backend.py:5(<module>)
        6    0.004    0.001    0.511    0.085 ImageDraw.py:271(text)
        1    0.004    0.004    0.014    0.014 langbulgarianmodel.py:4(<module>)
       26    0.004    0.000    0.005    0.000 threading.py:271(_is_owned)
        1    0.004    0.004    0.019    0.019 ssl.py:1298(_real_close)
        7    0.004    0.001    0.101    0.014 client.py:1239(endheaders)
      176    0.004    0.000    0.004    0.000 {method 'setdefault' of 'dict' objects}
        6    0.004    0.001    0.023    0.004 getlimits.py:35(__init__)
       28    0.004    0.000    0.020    0.001 ipaddress.py:2171(__init__)
      542    0.004    0.000    0.004    0.000 <frozen importlib._bootstrap>:406(has_location)
        7    0.004    0.001    0.380    0.054 client.py:1252(request)
       28    0.004    0.000    0.006    0.000 ipaddress.py:1603(_ip_int_from_string)
        8    0.004    0.000    0.050    0.006 __init__.py:299(loads)
       30    0.004    0.000    0.004    0.000 {method 'count' of 'str' objects}
        2    0.004    0.002    0.075    0.037 ec.py:5(<module>)
        6    0.003    0.001    0.005    0.001 discovery.py:884(_urljoin)
       30    0.003    0.000    0.011    0.000 getlimits.py:41(<lambda>)
      528    0.003    0.000    0.003    0.000 <frozen importlib._bootstrap_external>:1407(<genexpr>)
       13    0.003    0.000    0.009    0.001 {method 'close' of '_io.BufferedReader' objects}
   105/58    0.003    0.000    0.006    0.000 typing.py:916(__hash__)
       13    0.003    0.000    0.003    0.000 {built-in method zlib.decompressobj}
        7    0.003    0.000    0.025    0.004 template.py:70(__init__)
      125    0.003    0.000    0.003    0.000 core.py:1713(set_whitespace_chars)
        1    0.003    0.003    0.297    0.297 common.py:8(pyparsing_common)
       57    0.003    0.000    0.062    0.001 core.py:1354(__add__)
        1    0.003    0.003    0.012    0.012 utils.py:169(get_netrc_auth)
       56    0.003    0.000    0.005    0.000 schema.py:159(get)
       50    0.003    0.000    0.010    0.000 _internal.py:781(_ufunc_doc_signature_formatter)
      131    0.003    0.000    0.003    0.000 sre_parse.py:76(__init__)
       82    0.003    0.000    0.005    0.000 results.py:136(__new__)
       30    0.003    0.000    0.003    0.000 {built-in method _codecs.utf_8_decode}
        7    0.003    0.000   15.412    2.202 discovery.py:1402(_set_service_methods)
      555    0.003    0.000    0.003    0.000 {built-in method builtins.id}
       90    0.003    0.000    0.003    0.000 {method 'partition' of 'str' objects}
        7    0.003    0.000    0.010    0.001 template.py:75(<listcomp>)
        1    0.003    0.003    0.003    0.003 ssl.py:544(set_alpn_protocols)
      217    0.003    0.000    0.003    0.000 {method '__contains__' of 'frozenset' objects}
        1    0.003    0.003    0.004    0.004 response.py:317(_init_length)
        3    0.003    0.001    0.004    0.001 url.py:91(__new__)
       12    0.003    0.000    0.004    0.000 _collections.py:215(add)
        6    0.003    0.001    0.004    0.001 cookiejar.py:1219(vals_sorted_by_key)
        6    0.003    0.001    0.182    0.030 model.py:124(request)
        6    0.003    0.001    0.004    0.001 numeric.py:2446(extend_all)
        1    0.003    0.003    0.003    0.003 langthaimodel.py:4(<module>)
        3    0.003    0.001    0.003    0.001 {built-in method _thread.start_new_thread}
        3    0.003    0.001    0.116    0.039 threading.py:556(wait)
       19    0.003    0.000    0.017    0.001 _collections_abc.py:759(get)
        7    0.003    0.000    0.090    0.013 template.py:122(expand)
       32    0.003    0.000    0.011    0.000 core.py:2317(__init__)
        1    0.003    0.003    0.003    0.003 langhebrewmodel.py:4(<module>)
        1    0.003    0.003    0.003    0.003 langturkishmodel.py:4(<module>)
        1    0.003    0.003    0.177    0.177 extensions.py:5(<module>)
        6    0.003    0.001    0.037    0.006 model.py:275(deserialize)
      129    0.003    0.000    0.007    0.000 {built-in method builtins.all}
        3    0.003    0.001    0.003    0.001 {built-in method builtins.dir}
        1    0.003    0.003    0.176    0.176 multiarray.py:1(<module>)
        1    0.003    0.003    0.009    0.009 models.py:444(prepare_headers)
        1    0.003    0.003    0.028    0.028 hmac.py:1(<module>)
        4    0.003    0.001    0.009    0.002 threading.py:777(__init__)
       20    0.003    0.000    0.003    0.000 posixpath.py:41(_get_sep)
        1    0.003    0.003    0.043    0.043 numerictypes.py:1(<module>)
       27    0.003    0.000    0.003    0.000 structures.py:60(<genexpr>)
      104    0.003    0.000    0.006    0.000 TiffTags.py:26(__new__)
        4    0.003    0.001    0.421    0.105 base.py:5(<module>)
        1    0.003    0.003    0.167    0.167 helpers.py:2(<module>)
       80    0.003    0.000    0.004    0.000 ipaddress.py:1201(_parse_octet)
        1    0.003    0.003    1.210    1.210 __init__.py:25(<module>)
       12    0.003    0.000    0.005    0.000 datetime.py:492(__new__)
        2    0.003    0.002    0.023    0.011 utils.py:782(select_proxy)
      146    0.003    0.000    2.053    0.014 re.py:250(compile)
      137    0.003    0.000    0.047    0.000 sre_parse.py:96(closegroup)
        2    0.003    0.001    0.025    0.012 encoder.py:1(<module>)
       10    0.003    0.000    0.008    0.001 Image.py:555(_new)
        1    0.003    0.003    0.003    0.003 {function SeedSequence.generate_state at 0xb4a1fda8}
        7    0.003    0.000    0.003    0.000 {built-in method utcnow}
      183    0.003    0.000    0.003    0.000 sre_compile.py:65(_combine_flags)
        6    0.003    0.000    0.004    0.001 structures.py:59(__iter__)
       88    0.003    0.000    0.004    0.000 six.py:146(__init__)
